incident_id,opened_at,customer,environment,service,severity,criticality,recent_alerts_1h,error_rate_15m,cpu_p95_30m,failed_signins_30m,sql_dtu_max_30m,vm_heartbeat_gap_min,deployment_within_2h,keyvault_denials_30m,sla_breached
INC-00572,2026-05-10T00:53:00.554825+00:00,fabrikam-clinic,prod,appservice,Sev4,high,17,0.0035,69.12,9,0.0,0,1,6,1
INC-00573,2026-03-17T14:50:00.554833+00:00,northwind-campus,prod,identity,Sev1,medium,9,0.0702,83.86,73,0.0,0,0,3,0
INC-00574,2026-04-23T19:00:00.554841+00:00,contoso-retail,prod,vm,Sev3,high,20,0.1673,50.78,16,0.0,33,0,0,1
INC-00575,2026-04-16T10:17:00.554848+00:00,contoso-retail,prod,identity,Sev1,high,21,0.0569,32.48,9,0.0,0,0,13,1
INC-00576,2026-05-11T17:54:00.554857+00:00,northwind-campus,prod,vm,Sev2,medium,12,0.0668,66.39,8,0.0,27,0,0,1
INC-00577,2026-03-17T18:06:00.554865+00:00,fabrikam-clinic,prod,appservice,Sev3,high,21,0.0107,72.1,16,0.0,0,1,15,1
INC-00578,2026-05-14T00:06:00.554873+00:00,fabrikam-clinic,prod,vm,Sev3,high,6,0.0099,89.27,11,0.0,44,0,0,1
INC-00579,2026-06-03T10:30:00.554880+00:00,contoso-retail,prod,sql,Sev2,high,16,0.0393,49.76,18,32.82,0,0,0,1
INC-00580,2026-03-17T17:18:00.554888+00:00,northwind-campus,prod,storage,Sev3,medium,14,0.0104,51.16,9,0.0,0,0,0,0
INC-00581,2026-04-10T16:35:00.554896+00:00,contoso-retail,prod,vm,Sev3,high,5,0.0203,70.98,0,0.0,13,0,0,0
INC-00582,2026-04-03T01:53:00.554904+00:00,contoso-retail,prod,identity,Sev3,high,8,0.0856,19.65,44,0.0,0,0,0,0
INC-00583,2026-03-10T01:22:00.554911+00:00,fabrikam-clinic,prod,appservice,Sev3,high,6,0.0012,65.65,15,0.0,0,1,0,0
INC-00584,2026-06-02T00:52:00.554919+00:00,northwind-campus,dev,sql,Sev3,medium,6,0.0442,53.18,7,34.94,0,0,0,0
INC-00585,2026-04-20T15:00:00.554927+00:00,northwind-campus,prod,identity,Sev4,medium,4,0.0393,44.29,69,0.0,0,0,5,0
INC-00586,2026-04-12T14:47:00.554935+00:00,contoso-retail,prod,vm,Sev2,high,18,0.0236,46.36,6,0.0,10,0,0,1
INC-00587,2026-04-12T21:36:00.554943+00:00,northwind-campus,dev,vm,Sev4,medium,1,0.0813,60.67,3,0.0,6,0,0,0
INC-00588,2026-04-27T10:31:00.554951+00:00,contoso-retail,prod,sql,Sev1,high,3,0.0398,80.31,1,26.81,0,0,0,0
INC-00589,2026-05-13T09:15:00.554959+00:00,fabrikam-clinic,prod,sql,Sev3,high,13,0.0394,88.9,15,15.68,0,0,0,1
INC-00590,2026-05-04T04:05:00.554968+00:00,northwind-campus,prod,appservice,Sev4,medium,17,0.0036,72.86,6,0.0,0,0,1,0
INC-00591,2026-04-16T08:18:00.554975+00:00,northwind-campus,prod,vm,Sev3,medium,8,0.136,47.57,0,0.0,5,0,0,0
INC-00592,2026-04-27T10:41:00.554983+00:00,northwind-campus,prod,identity,Sev3,medium,17,0.0091,57.05,30,0.0,0,0,6,0
INC-00593,2026-03-17T09:22:00.554991+00:00,northwind-campus,prod,sql,Sev2,medium,21,0.0434,37.48,3,45.83,0,0,0,1
INC-00594,2026-04-07T03:26:00.554999+00:00,contoso-retail,prod,sql,Sev1,high,24,0.1262,36.18,0,62.84,0,0,0,1
INC-00595,2026-04-28T16:34:00.555007+00:00,northwind-campus,prod,storage,Sev4,medium,2,0.1768,62.4,3,0.0,0,0,0,0
INC-00596,2026-05-15T05:18:00.555014+00:00,contoso-retail,prod,appservice,Sev2,high,14,0.018,55.54,13,0.0,0,1,12,1
INC-00597,2026-05-19T23:33:00.555023+00:00,northwind-campus,prod,identity,Sev3,medium,11,0.0725,47.02,65,0.0,0,0,5,0
INC-00598,2026-05-29T19:37:00.555031+00:00,contoso-retail,dev,vm,Sev1,high,13,0.0282,87.6,1,0.0,50,0,0,1
INC-00599,2026-05-10T21:13:00.555044+00:00,northwind-campus,stage,vm,Sev3,medium,24,0.0766,54.82,10,0.0,37,0,0,0
INC-00600,2026-05-05T19:37:00.555053+00:00,fabrikam-clinic,prod,appservice,Sev2,high,8,0.079,62.09,14,0.0,0,1,6,1
INC-00601,2026-05-06T16:55:00.555061+00:00,contoso-retail,prod,appservice,Sev1,high,3,0.2089,50.19,5,0.0,0,1,0,0
INC-00602,2026-03-20T03:18:00.555069+00:00,northwind-campus,prod,storage,Sev3,medium,10,0.0353,53.83,3,0.0,0,0,0,0
INC-00603,2026-03-30T17:16:00.555077+00:00,contoso-retail,prod,storage,Sev2,high,7,0.0222,52.87,10,0.0,0,0,0,1
INC-00604,2026-05-16T02:55:00.555084+00:00,fabrikam-clinic,prod,appservice,Sev2,high,18,0.0517,74.04,13,0.0,0,0,1,1
INC-00605,2026-05-09T17:59:00.555092+00:00,northwind-campus,stage,sql,Sev1,medium,0,0.0885,42.26,0,72.66,0,0,0,1
INC-00606,2026-04-05T09:32:00.555100+00:00,fabrikam-clinic,prod,identity,Sev4,high,18,0.0017,56.6,71,0.0,0,0,9,1
INC-00607,2026-04-15T22:23:00.555108+00:00,northwind-campus,prod,vm,Sev2,medium,20,0.0282,28.16,2,0.0,12,0,0,0
INC-00608,2026-06-02T08:01:00.555116+00:00,fabrikam-clinic,prod,appservice,Sev4,high,1,0.0885,54.61,3,0.0,0,0,9,0
INC-00609,2026-04-01T10:07:00.555123+00:00,northwind-campus,prod,appservice,Sev3,medium,20,0.0409,50.19,12,0.0,0,0,14,1
INC-00610,2026-03-14T19:51:00.555131+00:00,contoso-retail,prod,vm,Sev3,high,18,0.0702,86.29,14,0.0,9,0,0,1
INC-00611,2026-05-17T16:04:00.555139+00:00,fabrikam-clinic,prod,identity,Sev3,high,23,0.2014,55.64,27,0.0,0,0,10,1
INC-00612,2026-05-26T03:33:00.555147+00:00,fabrikam-clinic,prod,vm,Sev4,high,24,0.0862,30.3,5,0.0,34,0,0,1
INC-00613,2026-05-24T03:23:00.555155+00:00,contoso-retail,dev,sql,Sev2,high,0,0.0662,38.57,7,40.6,0,0,0,0
INC-00614,2026-05-15T12:37:00.555162+00:00,fabrikam-clinic,prod,vm,Sev1,high,9,0.0238,83.55,16,0.0,0,0,0,0
INC-00615,2026-04-30T14:04:00.555171+00:00,contoso-retail,stage,appservice,Sev4,high,19,0.0877,55.8,3,0.0,0,1,4,0
INC-00616,2026-03-07T12:12:00.555179+00:00,fabrikam-clinic,prod,appservice,Sev3,high,22,0.0066,85.61,0,0.0,0,0,1,0
INC-00617,2026-04-04T09:35:00.555186+00:00,fabrikam-clinic,prod,vm,Sev3,high,1,0.0773,47.2,0,0.0,44,0,0,1
INC-00618,2026-05-18T09:34:00.555194+00:00,contoso-retail,prod,appservice,Sev3,high,6,0.023,38.23,6,0.0,0,0,5,1
INC-00619,2026-05-11T20:58:00.555203+00:00,contoso-retail,prod,vm,Sev3,high,2,0.0333,67.51,18,0.0,48,0,0,0
INC-00620,2026-04-04T06:58:00.555212+00:00,contoso-retail,stage,sql,Sev3,high,9,0.0199,94.34,8,19.06,0,0,0,0
INC-00621,2026-04-01T18:45:00.555219+00:00,contoso-retail,prod,appservice,Sev3,high,22,0.025,55.1,14,0.0,0,0,9,1
INC-00622,2026-05-25T19:13:00.555227+00:00,fabrikam-clinic,prod,appservice,Sev2,high,0,0.1042,42.09,5,0.0,0,0,12,0
INC-00623,2026-05-22T04:25:00.555235+00:00,fabrikam-clinic,stage,identity,Sev1,high,8,0.0442,42.82,3,0.0,0,0,10,1
INC-00624,2026-04-18T09:18:00.555243+00:00,northwind-campus,prod,sql,Sev4,medium,8,0.0272,72.9,11,52.47,0,0,0,0
INC-00625,2026-05-31T19:14:00.555251+00:00,fabrikam-clinic,prod,sql,Sev4,high,13,0.0566,59.91,15,55.55,0,0,0,1
INC-00626,2026-06-02T19:43:00.555259+00:00,contoso-retail,prod,appservice,Sev4,high,20,0.0738,72.54,0,0.0,0,0,14,0
INC-00627,2026-04-28T12:14:00.555267+00:00,fabrikam-clinic,prod,appservice,Sev2,high,16,0.0479,20.4,7,0.0,0,0,13,1
INC-00628,2026-03-21T12:58:00.555275+00:00,fabrikam-clinic,prod,identity,Sev2,high,11,0.0108,78.48,49,0.0,0,0,5,1
INC-00629,2026-03-12T22:40:00.555283+00:00,fabrikam-clinic,prod,identity,Sev4,high,7,0.0517,58.85,26,0.0,0,0,9,0
INC-00630,2026-03-21T05:46:00.555291+00:00,contoso-retail,prod,vm,Sev3,high,1,0.1304,59.61,4,0.0,46,0,0,0
INC-00631,2026-05-05T07:54:00.555299+00:00,contoso-retail,prod,storage,Sev3,high,4,0.136,78.44,15,0.0,0,0,0,1
INC-00632,2026-03-12T05:36:00.555307+00:00,northwind-campus,dev,vm,Sev1,medium,5,0.0197,93.52,5,0.0,40,0,0,1
INC-00633,2026-04-10T21:24:00.555314+00:00,fabrikam-clinic,prod,vm,Sev2,high,23,0.0265,20.74,2,0.0,6,0,0,1
INC-00634,2026-05-08T00:12:00.555323+00:00,contoso-retail,prod,sql,Sev3,high,20,0.0156,38.0,3,53.46,0,0,0,1
INC-00635,2026-04-27T05:26:00.555331+00:00,fabrikam-clinic,stage,appservice,Sev4,high,9,0.1238,62.94,16,0.0,0,0,13,1
INC-00636,2026-03-09T23:29:00.555339+00:00,contoso-retail,prod,sql,Sev3,high,2,0.0154,61.56,9,57.47,0,0,0,0
INC-00637,2026-03-12T13:29:00.555347+00:00,northwind-campus,prod,vm,Sev3,medium,15,0.0642,46.82,10,0.0,4,0,0,1
INC-00638,2026-05-09T00:00:00.555355+00:00,fabrikam-clinic,prod,appservice,Sev3,high,2,0.1448,31.87,14,0.0,0,0,5,1
INC-00639,2026-05-14T02:34:00.555363+00:00,northwind-campus,prod,sql,Sev2,medium,23,0.0273,61.17,14,73.66,0,0,0,0
INC-00640,2026-05-08T11:21:00.555373+00:00,fabrikam-clinic,prod,vm,Sev4,high,16,0.0247,52.96,18,0.0,39,0,0,1
INC-00641,2026-03-28T16:52:00.555380+00:00,fabrikam-clinic,prod,storage,Sev2,high,20,0.0172,34.61,15,0.0,0,0,0,1
INC-00642,2026-05-13T23:21:00.555388+00:00,contoso-retail,dev,storage,Sev4,high,21,0.0788,47.67,2,0.0,0,0,0,0
INC-00643,2026-03-22T14:36:00.555396+00:00,northwind-campus,prod,identity,Sev2,medium,4,0.031,56.44,6,0.0,0,0,6,0
INC-00644,2026-04-23T23:24:00.555404+00:00,northwind-campus,prod,vm,Sev1,medium,11,0.2995,73.99,3,0.0,12,0,0,1
INC-00645,2026-05-17T23:24:00.555411+00:00,contoso-retail,stage,appservice,Sev3,high,24,0.0355,52.78,16,0.0,0,0,1,0
INC-00646,2026-03-16T10:37:00.555419+00:00,northwind-campus,stage,identity,Sev2,medium,21,0.0509,32.98,69,0.0,0,0,8,1
INC-00647,2026-04-21T04:40:00.555427+00:00,northwind-campus,prod,sql,Sev3,medium,3,0.0578,43.7,3,92.02,0,0,0,0
INC-00648,2026-06-01T12:45:00.555435+00:00,contoso-retail,stage,appservice,Sev2,high,21,0.0985,71.99,7,0.0,0,1,7,0
INC-00649,2026-04-20T03:10:00.555443+00:00,northwind-campus,prod,vm,Sev2,medium,23,0.0572,71.66,5,0.0,6,0,0,0
INC-00650,2026-03-25T05:18:00.555451+00:00,contoso-retail,prod,appservice,Sev1,high,19,0.0721,84.3,5,0.0,0,1,13,1
INC-00651,2026-04-01T05:15:00.555459+00:00,northwind-campus,prod,appservice,Sev4,medium,12,0.095,62.85,0,0.0,0,1,13,1
INC-00652,2026-04-17T15:38:00.555467+00:00,contoso-retail,prod,appservice,Sev3,high,9,0.0541,51.29,6,0.0,0,0,9,0
INC-00653,2026-03-16T03:20:00.555477+00:00,contoso-retail,prod,sql,Sev2,high,14,0.0845,70.78,12,51.35,0,0,0,0
INC-00654,2026-04-03T17:55:00.555485+00:00,fabrikam-clinic,prod,appservice,Sev3,high,3,0.0718,20.6,14,0.0,0,0,6,0
INC-00655,2026-05-13T10:52:00.555493+00:00,northwind-campus,prod,vm,Sev3,medium,14,0.0346,39.76,12,0.0,33,0,0,1
INC-00656,2026-03-06T10:45:00.555501+00:00,contoso-retail,prod,sql,Sev3,high,17,0.0092,38.55,4,59.63,0,0,0,1
INC-00657,2026-04-13T20:05:00.555510+00:00,northwind-campus,prod,appservice,Sev2,medium,24,0.0187,33.79,6,0.0,0,0,10,1
INC-00658,2026-03-30T18:00:00.555518+00:00,contoso-retail,prod,appservice,Sev2,high,4,0.0558,46.34,0,0.0,0,0,3,0
INC-00659,2026-03-30T06:32:00.555526+00:00,contoso-retail,stage,sql,Sev2,high,18,0.0923,72.92,17,49.51,0,0,0,0
INC-00660,2026-05-31T12:47:00.555534+00:00,northwind-campus,prod,sql,Sev3,medium,7,0.0595,56.98,15,84.62,0,0,0,0
INC-00661,2026-03-11T18:37:00.555542+00:00,contoso-retail,prod,appservice,Sev4,high,2,0.059,48.06,8,0.0,0,0,11,0
INC-00662,2026-04-25T18:23:00.555550+00:00,fabrikam-clinic,prod,sql,Sev2,high,2,0.0091,53.31,12,63.83,0,0,0,0
INC-00663,2026-05-07T03:29:00.555558+00:00,contoso-retail,prod,sql,Sev2,high,20,0.1259,76.16,13,53.23,0,0,0,0
INC-00664,2026-03-21T08:49:00.555567+00:00,contoso-retail,prod,sql,Sev2,high,20,0.021,60.45,11,66.32,0,0,0,1
INC-00665,2026-03-27T16:34:00.555574+00:00,contoso-retail,prod,vm,Sev4,high,7,0.0264,52.88,7,0.0,11,0,0,0
INC-00666,2026-04-23T14:33:00.555583+00:00,contoso-retail,prod,appservice,Sev2,high,14,0.004,81.2,8,0.0,0,1,9,1
INC-00667,2026-03-09T12:24:00.555592+00:00,northwind-campus,dev,appservice,Sev2,medium,8,0.1565,57.6,4,0.0,0,0,1,0
INC-00668,2026-03-14T17:13:00.555600+00:00,fabrikam-clinic,prod,storage,Sev1,high,16,0.0299,42.33,10,0.0,0,0,0,1
INC-00669,2026-05-31T05:18:00.555608+00:00,contoso-retail,dev,appservice,Sev2,high,22,0.0541,41.15,1,0.0,0,0,2,1
INC-00670,2026-04-26T02:37:00.555615+00:00,contoso-retail,prod,appservice,Sev4,high,16,0.0317,29.49,18,0.0,0,0,6,0
INC-00671,2026-04-09T13:19:00.555623+00:00,contoso-retail,prod,sql,Sev4,high,18,0.0247,33.91,15,92.9,0,0,0,0
INC-00672,2026-05-30T10:09:00.555632+00:00,fabrikam-clinic,prod,sql,Sev3,high,20,0.0206,37.98,13,31.0,0,0,0,0
INC-00673,2026-05-11T11:52:00.555639+00:00,contoso-retail,prod,identity,Sev2,high,5,0.0084,49.43,56,0.0,0,0,2,1
INC-00674,2026-03-24T09:46:00.555648+00:00,contoso-retail,dev,sql,Sev3,high,17,0.114,50.73,5,44.87,0,0,0,1
INC-00675,2026-04-03T02:04:00.555656+00:00,contoso-retail,prod,appservice,Sev3,high,7,0.0861,59.76,12,0.0,0,1,1,1
INC-00676,2026-04-12T14:16:00.555664+00:00,fabrikam-clinic,prod,appservice,Sev2,high,21,0.0136,47.47,2,0.0,0,1,10,1
INC-00677,2026-05-02T12:29:00.555672+00:00,fabrikam-clinic,prod,vm,Sev3,high,5,0.0715,82.16,11,0.0,7,0,0,0
INC-00678,2026-03-22T16:59:00.555679+00:00,contoso-retail,prod,vm,Sev1,high,11,0.0809,51.51,8,0.0,8,0,0,1
INC-00679,2026-05-24T05:01:00.555687+00:00,contoso-retail,prod,sql,Sev1,high,11,0.1521,75.58,3,54.27,0,0,0,0
INC-00680,2026-03-26T23:54:00.555697+00:00,fabrikam-clinic,dev,appservice,Sev2,high,0,0.0273,27.22,10,0.0,0,1,8,0
INC-00681,2026-05-17T00:47:00.555705+00:00,fabrikam-clinic,prod,appservice,Sev2,high,1,0.0506,32.36,4,0.0,0,1,1,0
INC-00682,2026-03-30T21:14:00.555712+00:00,fabrikam-clinic,prod,appservice,Sev4,high,17,0.0267,77.62,18,0.0,0,0,3,0
INC-00683,2026-05-18T22:05:00.555721+00:00,fabrikam-clinic,prod,sql,Sev4,high,8,0.0534,49.49,4,78.81,0,0,0,0
INC-00684,2026-05-20T20:26:00.555729+00:00,fabrikam-clinic,prod,appservice,Sev2,high,9,0.0939,75.35,7,0.0,0,0,14,1
INC-00685,2026-04-18T22:30:00.555737+00:00,northwind-campus,prod,appservice,Sev1,medium,3,0.0534,18.3,0,0.0,0,0,6,0
INC-00686,2026-04-08T16:17:00.555745+00:00,northwind-campus,prod,identity,Sev3,medium,19,0.0139,46.81,71,0.0,0,0,5,0
INC-00687,2026-03-27T20:18:00.555753+00:00,northwind-campus,stage,identity,Sev2,medium,2,0.0993,24.23,9,0.0,0,0,7,0
INC-00688,2026-05-27T22:56:00.555762+00:00,fabrikam-clinic,prod,appservice,Sev2,high,22,0.0407,86.52,13,0.0,0,0,1,1
INC-00689,2026-03-17T12:04:00.555770+00:00,northwind-campus,prod,identity,Sev2,medium,18,0.0505,18.11,0,0.0,0,0,13,1
INC-00690,2026-03-13T13:35:00.555778+00:00,contoso-retail,prod,identity,Sev4,high,4,0.0302,55.42,55,0.0,0,0,12,0
INC-00691,2026-03-06T02:48:00.555785+00:00,northwind-campus,dev,storage,Sev2,medium,14,0.0502,62.33,5,0.0,0,0,0,0
INC-00692,2026-05-29T01:22:00.555793+00:00,contoso-retail,prod,appservice,Sev3,high,15,0.0347,46.3,18,0.0,0,1,13,0
INC-00693,2026-05-01T03:52:00.555801+00:00,northwind-campus,prod,sql,Sev3,medium,9,0.0214,50.03,1,68.58,0,0,0,0
INC-00694,2026-03-11T13:57:00.555809+00:00,northwind-campus,prod,appservice,Sev2,medium,3,0.0536,84.05,6,0.0,0,0,11,1
INC-00695,2026-03-31T11:27:00.555818+00:00,fabrikam-clinic,dev,sql,Sev3,high,14,0.0212,59.32,14,40.12,0,0,0,1
INC-00696,2026-03-07T06:16:00.555826+00:00,northwind-campus,prod,appservice,Sev3,medium,23,0.1108,84.74,15,0.0,0,0,0,0
INC-00697,2026-05-31T13:39:00.555833+00:00,fabrikam-clinic,prod,vm,Sev3,high,17,0.0933,69.65,16,0.0,31,0,0,1
INC-00698,2026-05-27T19:26:00.555841+00:00,contoso-retail,dev,identity,Sev3,high,24,0.1086,32.27,4,0.0,0,0,12,1
INC-00699,2026-03-26T06:25:00.555849+00:00,fabrikam-clinic,prod,sql,Sev3,high,0,0.111,41.64,5,75.33,0,0,0,1
INC-00700,2026-04-29T11:59:00.555857+00:00,northwind-campus,prod,sql,Sev1,medium,15,0.1035,65.61,1,46.87,0,0,0,1
INC-00701,2026-04-11T09:00:00.555866+00:00,northwind-campus,prod,vm,Sev3,medium,8,0.0095,50.95,10,0.0,28,0,0,1
INC-00702,2026-03-11T20:07:00.555873+00:00,contoso-retail,prod,sql,Sev2,high,23,0.0971,42.93,12,49.02,0,0,0,0
INC-00703,2026-03-23T00:26:00.555881+00:00,contoso-retail,prod,vm,Sev1,high,15,0.0605,77.27,12,0.0,21,0,0,1
INC-00704,2026-04-08T01:13:00.555889+00:00,northwind-campus,prod,vm,Sev3,medium,19,0.1088,53.62,3,0.0,50,0,0,1
INC-00705,2026-05-28T18:26:00.555897+00:00,fabrikam-clinic,prod,identity,Sev4,high,19,0.0007,51.75,42,0.0,0,0,14,1
INC-00706,2026-04-06T14:04:00.555905+00:00,contoso-retail,prod,vm,Sev4,high,5,0.023,58.43,4,0.0,1,0,0,0
INC-00707,2026-04-12T05:52:00.555913+00:00,northwind-campus,prod,appservice,Sev2,medium,16,0.0408,39.55,17,0.0,0,0,13,1
INC-00708,2026-05-05T23:05:00.555921+00:00,northwind-campus,stage,sql,Sev2,medium,5,0.0577,38.99,16,31.62,0,0,0,0
INC-00709,2026-04-08T12:38:00.555930+00:00,contoso-retail,stage,sql,Sev2,high,12,0.0754,96.13,16,66.93,0,0,0,1
INC-00710,2026-03-23T09:23:00.555937+00:00,fabrikam-clinic,prod,storage,Sev2,high,11,0.0344,63.28,6,0.0,0,0,0,1
INC-00711,2026-05-19T01:31:00.555945+00:00,fabrikam-clinic,dev,appservice,Sev1,high,24,0.0018,48.7,13,0.0,0,0,0,1
INC-00712,2026-04-05T18:09:00.555953+00:00,contoso-retail,prod,sql,Sev3,high,4,0.0122,66.79,12,55.94,0,0,0,0
INC-00713,2026-04-08T06:56:00.555961+00:00,contoso-retail,dev,appservice,Sev2,high,10,0.0673,74.79,10,0.0,0,1,12,1
INC-00714,2026-04-16T00:14:00.555969+00:00,northwind-campus,prod,appservice,Sev2,medium,10,0.0529,77.96,2,0.0,0,0,6,0
INC-00715,2026-05-12T03:18:00.555977+00:00,fabrikam-clinic,prod,vm,Sev3,high,22,0.0292,64.29,13,0.0,35,0,0,1
INC-00716,2026-05-13T22:11:00.555984+00:00,contoso-retail,prod,storage,Sev3,high,5,0.0601,50.34,9,0.0,0,0,0,0
INC-00717,2026-05-06T13:19:00.555992+00:00,northwind-campus,prod,appservice,Sev2,medium,16,0.0525,56.17,11,0.0,0,0,7,1
INC-00718,2026-03-21T01:29:00.556000+00:00,northwind-campus,prod,appservice,Sev3,medium,14,0.0837,76.02,16,0.0,0,0,4,1
INC-00719,2026-05-18T14:26:00.556009+00:00,northwind-campus,prod,vm,Sev3,medium,7,0.0656,43.36,13,0.0,14,0,0,0
INC-00720,2026-03-27T03:10:00.556018+00:00,northwind-campus,prod,appservice,Sev2,medium,23,0.0138,33.36,15,0.0,0,0,2,1
INC-00721,2026-03-19T06:45:00.556026+00:00,contoso-retail,stage,vm,Sev1,high,21,0.0097,81.47,17,0.0,40,0,0,1
INC-00722,2026-03-24T10:56:00.556034+00:00,northwind-campus,prod,appservice,Sev3,medium,12,0.1248,53.0,6,0.0,0,0,10,0
INC-00723,2026-03-04T20:42:00.556042+00:00,fabrikam-clinic,prod,identity,Sev3,high,17,0.0349,77.83,5,0.0,0,0,7,0
INC-00724,2026-03-04T15:05:00.556050+00:00,northwind-campus,prod,appservice,Sev3,medium,2,0.0415,54.87,1,0.0,0,0,4,0
INC-00725,2026-03-12T09:02:00.556058+00:00,northwind-campus,prod,identity,Sev3,medium,4,0.0265,49.02,62,0.0,0,0,15,1
INC-00726,2026-05-23T02:29:00.556065+00:00,contoso-retail,stage,appservice,Sev3,high,14,0.0436,50.93,0,0.0,0,0,0,0
INC-00727,2026-05-22T09:40:00.556073+00:00,fabrikam-clinic,prod,vm,Sev4,high,6,0.0502,82.88,15,0.0,11,0,0,0
INC-00728,2026-05-15T04:01:00.556081+00:00,contoso-retail,prod,storage,Sev1,high,8,0.0292,47.7,10,0.0,0,0,0,1
INC-00729,2026-04-24T20:56:00.556089+00:00,northwind-campus,prod,appservice,Sev2,medium,24,0.0112,51.26,8,0.0,0,0,0,1
INC-00730,2026-05-02T09:40:00.556097+00:00,northwind-campus,prod,appservice,Sev3,medium,1,0.0431,27.19,5,0.0,0,1,15,1
INC-00731,2026-05-25T18:26:00.556105+00:00,northwind-campus,prod,sql,Sev2,medium,12,0.0209,51.42,16,37.67,0,0,0,0
INC-00732,2026-04-01T02:06:00.556113+00:00,northwind-campus,prod,vm,Sev2,medium,23,0.0096,52.44,15,0.0,34,0,0,1
INC-00733,2026-03-08T19:52:00.556120+00:00,contoso-retail,prod,vm,Sev2,high,15,0.0491,65.52,15,0.0,11,0,0,1
INC-00734,2026-03-12T01:08:00.556128+00:00,contoso-retail,prod,storage,Sev1,high,14,0.0387,80.05,2,0.0,0,0,0,1
INC-00735,2026-05-16T15:18:00.556136+00:00,contoso-retail,prod,sql,Sev3,high,8,0.0257,58.1,12,86.35,0,0,0,0
INC-00736,2026-03-17T19:59:00.556144+00:00,contoso-retail,stage,appservice,Sev3,high,20,0.0363,59.0,17,0.0,0,0,4,0
INC-00737,2026-03-21T02:48:00.556152+00:00,fabrikam-clinic,prod,sql,Sev3,high,6,0.076,46.2,0,53.02,0,0,0,1
INC-00738,2026-04-02T16:19:00.556160+00:00,northwind-campus,prod,appservice,Sev2,medium,11,0.0668,29.91,15,0.0,0,1,6,1
INC-00739,2026-05-07T07:09:00.556168+00:00,northwind-campus,dev,sql,Sev3,medium,2,0.0584,22.23,12,60.51,0,0,0,0
INC-00740,2026-03-31T12:09:00.556176+00:00,fabrikam-clinic,prod,vm,Sev4,high,18,0.0273,58.05,8,0.0,47,0,0,1
INC-00741,2026-05-24T23:53:00.556184+00:00,fabrikam-clinic,prod,appservice,Sev3,high,15,0.0484,75.5,8,0.0,0,0,9,0
INC-00742,2026-03-26T03:06:00.556192+00:00,northwind-campus,prod,identity,Sev2,medium,17,0.0668,75.3,22,0.0,0,0,2,1
INC-00743,2026-03-09T00:01:00.556200+00:00,contoso-retail,prod,storage,Sev2,high,11,0.0112,77.84,18,0.0,0,0,0,0
INC-00744,2026-04-24T13:51:00.556208+00:00,contoso-retail,prod,appservice,Sev3,high,8,0.0202,84.83,10,0.0,0,0,0,1
INC-00745,2026-05-27T00:37:00.556217+00:00,northwind-campus,stage,appservice,Sev4,medium,14,0.0808,22.86,0,0.0,0,0,4,1
INC-00746,2026-05-31T04:43:00.556225+00:00,northwind-campus,stage,sql,Sev3,medium,19,0.0529,20.64,2,35.67,0,0,0,0
INC-00747,2026-05-28T14:00:00.556233+00:00,fabrikam-clinic,prod,sql,Sev1,high,13,0.0368,31.89,7,35.47,0,0,0,1
INC-00748,2026-03-31T16:01:00.556241+00:00,contoso-retail,prod,appservice,Sev1,high,11,0.0454,41.27,0,0.0,0,0,11,0
INC-00749,2026-05-17T01:15:00.556248+00:00,contoso-retail,prod,identity,Sev3,high,9,0.0411,45.95,65,0.0,0,0,14,1
INC-00750,2026-05-02T04:44:00.556256+00:00,contoso-retail,prod,appservice,Sev4,high,6,0.0338,44.44,5,0.0,0,0,11,0
